,2,3,4,5,10,11,13,14,17,18,19,20,22,24,25,28,34,35,36,37,38,41,51,52,53,55,57,62,65
0,2.911583,0.984049,-1.499546,-2.094097,-0.105672,1.728885,0.849798,-1.109353,5.069512,6.00771,0.820869,0.89619,0.859286,0.266773,1.192932,-1.288109,2.748619,3.099077,0.31727,-0.13058,2.048282,-0.300817,1.319729,1.094839,-0.937659,-0.734962,0.389178,-1.018726,-0.66884
1,-0.603646,0.497745,0.874036,0.29028,0.029105,0.407297,-0.000607,-1.587712,0.867759,0.549205,-0.357172,-0.578459,-0.369997,-0.088276,-0.68448,0.074617,1.400111,0.943587,-0.402494,0.058298,-0.221967,0.179847,1.627259,1.989545,-0.357803,0.406589,-0.653021,-0.157861,1.088478
2,-0.788035,1.214351,-0.907214,0.880213,-0.903893,-0.791393,-0.334004,-0.151747,-0.672476,-0.463102,-0.747421,0.069946,0.551537,-0.301218,-0.365297,0.870098,-0.694375,-0.285767,-0.291778,-0.274901,-0.351297,0.056928,-0.654047,0.264883,-0.421474,0.170239,-1.198657,0.217914,2.081069
3,2.058215,0.716328,-0.011393,0.805396,0.024625,0.429205,0.400389,0.519513,-0.055956,0.001966,2.255016,0.332082,0.376492,-0.733187,0.672438,-0.519658,1.658281,1.254224,2.535289,0.53778,0.19026,-1.073155,2.301748,2.547275,1.485531,0.112038,0.788367,-0.724247,-0.385005
4,-0.279214,0.083456,1.049331,-0.869295,-0.287746,1.824638,-0.229361,-0.966604,0.035642,-0.044704,-0.718237,-0.733049,-1.301985,-0.671557,-0.57933,-0.48382,0.557925,0.175588,-0.324638,-0.089385,-0.186612,0.298009,0.984157,0.279686,-0.784654,-0.250279,-0.052781,-0.820172,0.119658
5,-0.703441,0.188652,-0.270353,1.420526,0.241493,-0.258381,-1.037235,0.250967,1.208937,1.136594,-0.499356,-0.812315,0.155801,0.854111,1.211973,-0.094155,1.791713,1.39226,-0.166716,0.290893,0.28494,1.119458,2.949133,2.85651,0.03953,0.526687,0.728226,0.445184,-0.170387
6,-0.756816,0.839033,-0.19667,1.153469,-1.786353,-1.681866,-0.074443,1.324338,0.234003,0.192691,-0.503408,0.841805,1.071172,0.542038,2.716828,3.124184,1.255379,0.895717,-0.546966,-0.175978,-0.264429,0.304387,2.174149,2.342965,0.119812,-0.25813,0.606023,0.813016,-0.280096
7,-0.142764,-0.065937,0.259608,0.338967,1.030814,0.066638,-0.33842,0.25071,0.204039,-0.070484,0.724351,-0.287228,-0.014404,-0.074772,0.058382,0.106773,0.562453,0.416244,0.431276,-0.01092,0.670835,-0.256288,1.729984,1.262536,1.61191,-0.519394,0.257511,0.329131,-0.392567
8,-0.418566,0.010736,0.160657,-0.046321,-1.521909,1.397751,-1.014879,-0.043816,0.301849,0.339704,-0.675542,-0.277438,-0.316026,-1.232046,-0.547585,-0.797222,1.127116,0.749075,-0.566006,0.556556,-0.465549,-1.167636,2.02009,2.130913,-0.54381,0.229601,-1.032297,-1.116885,-0.870768
9,-0.715466,-0.60378,0.247513,1.131966,0.341688,-0.428769,-0.681996,1.290348,-0.862128,-0.48049,-0.806471,-0.406467,-0.665856,-0.585612,-0.004336,-0.750312,-0.662961,0.308584,0.204624,-0.842376,0.871609,-0.656155,-0.697108,0.453316,-0.207131,0.968344,-0.224016,-1.111613,-1.092478
